descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
Apartamento no Cabral com três suítes e duas vagas;Rua Coronel Amazonas MarcondesCuritibaParaná;['120'];[3];[4];[2];995000;833;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-120m2-venda-RS995000-id-2513829000/
Apartamento para venda possui 510 metros quadrados com 4 quartos em Bigorrilho - Curitiba - PR;Rua José Nicolau AbageCuritibaParaná;['700'];[4];[7];[5];3200000;3700;https://www.vivareal.com.br/imovel/apartamento-4-quartos-bigorrilho-bairros-curitiba-com-garagem-510m2-venda-RS3200000-id-2496638673/
Apartamento garden para venda tem 171m² com 3 quartos sendo 3 suítes, 5 banhs. e 2 vagas em Cabral;Rua São PedroCuritibaParaná;['213'];[3];[5];[2];900000;1100;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-171m2-venda-RS900000-id-2533247601/
CURITIBA - Padrão - Hugo Lange;Rua Prefeito Ângelo Ferrário LopesCuritibaParaná;['126'];[3];[2];[2];650000;625;https://www.vivareal.com.br/imovel/apartamento-3-quartos-hugo-lange-bairros-curitiba-com-garagem-83m2-venda-RS650000-id-2532522987/
APARTAMENTO com 3 dormitórios à venda com 79.84m² por R$ 329.000,00 no bairro Capão Raso - CURITIBA;Rua Francisco RaitaniCuritibaParaná;['79'];[3];[2];[1];329000;387;https://www.vivareal.com.br/imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-com-garagem-70m2-venda-RS329000-id-2531371175/
Belíssimo apartamento 73m² de área privativa à venda no melhor do Cabral, muito aconchegante com 2;Rua Barão de GuaraúnaCuritibaParaná;['112'];[2];[1];[1];843687;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabral-bairros-curitiba-com-garagem-73m2-venda-RS843687-id-2532060522/
CURITIBA - Padrão - Mercês;Rua Júlio PernetaCuritibaParaná;['261'];[3];[4];[2];1231000;;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-133m2-venda-RS1231000-id-2463725586/
Apartamento Luxuoso no Bairro Portão - Curitiba - PR;Rua Ponta GrossaCuritibaParaná;['143'];[3];[2];[2];745000;345;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-83m2-venda-RS745000-id-2512100295/
Exclusivo Apartamento 85m² 2 Quartos 2 Suítes 2 Vagas Sacada Churrasqueira;Rua Doutor GoulinCuritibaParaná;['173'];[2];[3];[2];873900;589;https://www.vivareal.com.br/imovel/apartamento-2-quartos-alto-da-rua-xv-bairros-curitiba-com-garagem-85m2-venda-RS873900-id-2502549947/
Apartamento Lançamento Sensacional Cond. Mirage Silva Jardim em Água Verde, Curitiba - PR;Avenida Silva JardimCuritibaParaná;['215'];[3];[5];[2];1695142;1;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-150m2-venda-RS1695142-id-2506426281/
APARTAMENTO com 2 dormitórios à venda com 43.91m² por R$ 129.000,00 no bairro Cidade Industrial - CU;;['43'];[2];[1];[1];129000;285;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-bairros-curitiba-com-garagem-40m2-venda-RS129000-id-2515072501/
Vendo apartamento no Portão, Valor R$ 469.000,00;Rua João BettegaCuritibaParaná;['81'];[3];[2];[1];469000;640;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-81m2-venda-RS469000-id-2537398614/
Exclusivo Apartamento Mercês 3 Suítes 2 Vagas 133m² Sacada Gourmet Churrasqueira;Rua Júlio PernetaCuritibaParaná;['261'];[3];[4];[2];1173000;750;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-133m2-venda-RS1173000-id-2492410404/
CURITIBA - Apartamento Padrão - Cidade Industrial;;['113'];[2];[2];[1];1030839;;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-bairros-curitiba-com-garagem-113m2-venda-RS1030839-id-2514856515/
MAI TERRECES - 245 METROS - ANDAR ALTO - ÚNICA UNIDADE DISPONÍVEL;Rua Luísa DarivaCuritibaParaná;['245'];[4];[6];[4];3900000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-champagnat-bairros-curitiba-com-garagem-245m2-venda-RS3900000-id-2518443584/
Apartamento CENTRO;Rua Nilo CairoCuritibaParaná;['87'];[2];[1];[1];287000;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-com-garagem-52m2-venda-RS287000-id-2529724114/
Apartamento -Cidade Industrial;Rua Frei Eurico de MelloCuritibaParaná;['56'];[3];[1];[1];169000;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cidade-industrial-bairros-curitiba-com-garagem-56m2-venda-RS169000-id-1454775473/
Curitiba - Apartamento Padrão - Batel;Rua GutembergCuritibaParaná;['448'];[4];[1];[4];2900000;;https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-248m2-venda-RS2900000-id-2212095540/
Apartamento Garden com 1 dormitório à venda, 61 m² por R$ 664.600,00 - Água Verde - Curitiba/PR;Rua Saint HilaireCuritibaParaná;['146'];[1];[2];[0];664600;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-agua-verde-bairros-curitiba-61m2-venda-RS664600-id-2520592794/
CABRAL, APARTAMENTO COM 03 QUARTOS, NOVO;Rua Vereador Antônio dos Reis CavalheiroCuritibaParaná;['160'];[3];[5];[2];1350000;;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-160m2-venda-RS1350000-id-2488692914/
Exclusivo Apartamento 128m² 3 Quartos 3 Suítes 3 Vagas Sacada Churrasqueira;Rua Doutor GoulinCuritibaParaná;['273'];[3];[5];[3];1430000;680;https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-128m2-venda-RS1430000-id-2502548739/
Curitiba - Apartamento Padrão - Cidade Industrial;;['494'];[4];[5];[6];2990000;700;https://www.vivareal.com.br/imovel/apartamento-4-quartos-cidade-industrial-bairros-curitiba-com-garagem-494m2-venda-RS2990000-id-2536840827/
Apartamento no Ahú - ARYA1;Rua Alberto FolloniCuritibaParaná;['322'];[3];[5];[3];1946000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-172m2-venda-RS1946000-id-2525055846/
CURITIBA - Padrão - Pinheirinho;Rua Lothario BoutinCuritibaParaná;['75'];[3];[1];[1];220000;375;https://www.vivareal.com.br/imovel/apartamento-3-quartos-pinheirinho-bairros-curitiba-com-garagem-57m2-venda-RS220000-id-2505335424/
APARTAMENTO NOVO - 2 QUARTOS C/ SUÍTE / 65 M² / C/VAGA / ILHA DE PÁSCOA-NOVO MUNDO/;Rua João BonatCuritibaParaná;['80'];[2];[2];[1];379900;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-novo-mundo-bairros-curitiba-com-garagem-65m2-venda-RS379900-id-2486783326/
Apartamento no Ahú - ARYA1;Rua Alberto FolloniCuritibaParaná;['315'];[3];[5];[3];2198000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-168m2-venda-RS2198000-id-2525055916/
Curitiba - Apartamento Padrão - Rebouças;;['54'];[2];[2];[1];347900;;https://www.vivareal.com.br/imovel/apartamento-2-quartos-reboucas-bairros-curitiba-com-garagem-54m2-venda-RS347900-id-2537511203/
Apartamento no Ahú - ARYA1;Rua Alberto FolloniCuritibaParaná;['315'];[3];[5];[3];1851000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-168m2-venda-RS1851000-id-2525055918/
Apartamento com 127m² com 03 dormitórios sendo 01 suíte no Água Verde!!;Avenida Água VerdeCuritibaParaná;['191'];[3];[3];[2];720000;890;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-127m2-venda-RS720000-id-2513206077/
Apartamento no Ahú - ARYA1;Rua Alberto FolloniCuritibaParaná;['315'];[3];[5];[3];1873000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-168m2-venda-RS1873000-id-2525055917/
Apartamento à venda, 70 m² por R$ 265.000,00 - Vila Izabel - Curitiba/PR;Rua Professor Sebastião ParanáCuritibaParaná;['70'];[3];[2];[1];265000;380;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-70m2-venda-RS265000-id-2491798182/
APARTAMENTO EM EXCELENTE LOCALIZAÇÃO NO SANTA QUITERIA!;Rua João Alencar GuimarãesCuritibaParaná;['98'];[2];[2];[1];359000;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-quiteria-bairros-curitiba-com-garagem-63m2-venda-RS359000-id-2532847484/
Curitiba - Apartamento Padrão - Ecoville;Rua Afonso PiottoCuritibaParaná;['86'];[3];[1];[1];269000;;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-69m2-venda-RS269000-id-2523957917/
CURITIBA - Apartamento Padrão - Água Verde;;['357'];[3];[4];[2];1765000;2933;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-252m2-venda-RS1765000-id-2518510501/
Apartamento com 3 dormitórios à venda, 79 m² por R$ 360.000,00 - Jardim Botânico - Curitiba/PR;Rua Governador Agamenon MagalhãesCuritibaParaná;['110'];[3];[1];[1];360000;520;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-botanico-bairros-curitiba-com-garagem-79m2-venda-RS360000-id-2532168555/
Apartamento com 2 dormitórios à venda, 58 m² por R$ 368.937 - Boa Vista - Curitiba/PR;Rua Francisco BalchakCuritibaParaná;['72'];[2];[2];[1];368937;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-vista-bairros-curitiba-com-garagem-58m2-venda-RS368937-id-2532468580/
Apartamento no Bairro Mercês - ARYA1;Rua Visconde do Rio BrancoCuritibaParaná;['140'];[2];[2];[2];745000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-merces-bairros-curitiba-com-garagem-72m2-venda-RS745000-id-2525057178/
Apartamento no Bairro Mercês - ARYA1;Rua Visconde do Rio BrancoCuritibaParaná;['127'];[2];[2];[1];674000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-merces-bairros-curitiba-com-garagem-72m2-venda-RS674000-id-2525055850/
Curitiba - Apartamento Padrão - Tingui;;['52'];[3];[1];[1];215000;;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tingui-bairros-curitiba-com-garagem-86m2-venda-RS215000-id-2536590180/
Apartamento em Mossunguê - Curitiba, PR;Rua José CaroloCuritibaParaná;['56'];[2];[1];[1];540900;;https://www.vivareal.com.br/imovel/apartamento-2-quartos-mossungue-bairros-curitiba-com-garagem-56m2-venda-RS540900-id-2529592369/
Apartamento Mobiliado 30m² à Venda, Campo Comprido;;['30'];[1];[1];[0];175000;230;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cidade-industrial-bairros-curitiba-30m2-venda-RS175000-id-2522908878/
Apartamento no Água Verde;Rua Marquês do ParanáCuritibaParaná;['176'];[2];[2];[2];961000;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-91m2-venda-RS961000-id-2514755176/
Apartamento com 2 dormitórios, 66 m² - venda por R$ 645.300,00 ou aluguel por R$ 2.500,00/mês - Alto;Rua XV de NovembroCuritibaParaná;['81'];[2];[2];[1];2500;929;https://www.vivareal.com.br/imovel/apartamento-2-quartos-alto-da-rua-xv-bairros-curitiba-com-garagem-67m2-venda-RS645300-id-2532519803/
Apartamento no Línea Verde com 2 dormitórios à venda, por R$ 259.000 - Fanny - Curitiba/PR;;['104'];[2];[2];[1];259000;288;https://www.vivareal.com.br/imovel/apartamento-2-quartos-fanny-bairros-curitiba-com-garagem-55m2-venda-RS259000-id-2537743683/
Curitiba - Apartamento Padrão - Centro;;['40'];[1];[1];[1];154872;1;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-20m2-venda-RS154872-id-2523853224/
APARTAMENTO com 3 dormitórios à venda com 228m² por R$ 959.000,00 no bairro Novo Mundo - CURITIBA /;Rua João CubasCuritibaParaná;['228'];[3];[3];[2];959000;720;https://www.vivareal.com.br/imovel/apartamento-3-quartos-novo-mundo-bairros-curitiba-com-garagem-155m2-venda-RS959000-id-2527020986/
Apartamento para venda com 155 metros quadrados com 3 quartos em Portão - Curitiba - PR;Rua Professora Doracy CezzarinoCuritibaParaná;['263'];[3];[4];[2];1450000;1167;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-155m2-venda-RS1450000-id-2537798988/
Apartamento com 3 dormitórios à venda, 102 m² por R$ 635.000,00 - Água Verde - Curitiba/PR;Avenida IguaçuCuritibaParaná;['169'];[3];[3];[1];635000;890;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-102m2-venda-RS635000-id-2531242934/
Apartamento 4 dormitórios (1 suíte) - Bigorrilho;Rua General Aristides Athayde JúniorCuritibaParaná;['254'];[4];[2];[2];750000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-bigorrilho-bairros-curitiba-com-garagem-174m2-venda-RS750000-id-2525809720/
Apartamento com 4 dormitórios à venda, 355 m² por R$ 2.950.000,00 - Cabral - Curitiba/PR;Travessa Doutor Flávio LuzCuritibaParaná;['407'];[4];[6];[4];2950000;2573;https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabral-bairros-curitiba-com-garagem-355m2-venda-RS2950000-id-2520776120/
Apartamento com 4 quartos no Excelente apartamento no Água Verde - REF.: 736 - Bairro Água Verde em;Rua Carneiro LoboCuritibaParaná;['285'];[4];[4];[2];875000;;https://www.vivareal.com.br/imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-175m2-venda-RS875000-id-2504053911/
Cabral, Edifício Monterey Bay, Face Norte, 02 Quartos, Suíte, 02 Vagas, Mais de 135m² Àrea Útil;Rua RecifeCuritibaParaná;['222'];[2];[3];[2];1098000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabral-bairros-curitiba-com-garagem-137m2-venda-RS1098000-id-2523273388/
Apartamento no Batel - ARYA1;Rua Alferes Ângelo SampaioCuritibaParaná;['497'];[3];[6];[4];4925000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-257m2-venda-RS4925000-id-2524846291/
APARTAMENTO RESIDENCIAL em Curitiba - PR, Água Verde;Rua José CadilheCuritibaParaná;['100'];[2];[1];[1];396900;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-50m2-venda-RS396900-id-2530511474/
Apartamento no Batel - ARYA1;Rua Alferes Ângelo SampaioCuritibaParaná;['497'];[3];[6];[4];4551000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-257m2-venda-RS4551000-id-2524846290/
Apartamento para Venda em Curitiba, Pinheirinho, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Reinaldo StoccoCuritibaParaná;['70'];[2];[2];[1];219900;300;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-51m2-venda-RS219900-id-2482849175/
Apartamento no Batel - ARYA1;Rua Alferes Ângelo SampaioCuritibaParaná;['494'];[3];[5];[4];4552000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-257m2-venda-RS4552000-id-2524845721/
CURITIBA - Apartamento Padrão - Ahú;;['94'];[3];[1];[2];835000;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-94m2-venda-RS835000-id-2532194636/
Apartamento no Batel - ARYA1;Rua Alferes Ângelo SampaioCuritibaParaná;['494'];[3];[6];[4];4463000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-257m2-venda-RS4463000-id-2524846413/
CURITIBA - Apartamento Padrão - Pinheirinho;;['98'];[2];[2];[1];219000;;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-51m2-venda-RS219000-id-2531567895/
Apartamento na Batel - ARYA1;Rua Saldanha MarinhoCuritibaParaná;['846'];[4];[6];[5];7800000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-405m2-venda-RS7800000-id-2524109788/
LINDO STUDIO NO BACAHERI COM AR CONDICIONADO , SEMI MOBILIADO COM VAGA DE GARAGEM LIVRE E COBERTA!!!;Rua Eduardo GeronassoCuritibaParaná;['59'];[1];[1];[1];240000;285;https://www.vivareal.com.br/imovel/apartamento-1-quartos-bacacheri-bairros-curitiba-com-garagem-33m2-venda-RS240000-id-2537752876/
"Apartamento a venda Água Verde; R$ 403.000,00";Rua José CadilheCuritibaParaná;['93'];[2];[1];[2];403000;;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-93m2-venda-RS403000-id-2537400218/
Curitiba - Apartamento Padrão - Novo Mundo;;['47'];[2];[1];[1];229000;300;https://www.vivareal.com.br/imovel/apartamento-2-quartos-novo-mundo-bairros-curitiba-com-garagem-47m2-venda-RS229000-id-2523274534/
Ed. Bosco - Apartamento com 3 dormitórios à venda, 106 m² por R$ 994.100,00 - Centro - Curitiba/PR;Rua Mariano TorresCuritibaParaná;['188'];[3];[2];[1];994100;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-106m2-venda-RS994100-id-2529349491/
Apartamento à venda, 162 m² por R$ 950.000,00 - Mossunguê - Curitiba/PR;Rua Professor Pedro Viriato Parigot de SouzaCuritibaParaná;['202'];[3];[4];[2];950000;1700;https://www.vivareal.com.br/imovel/apartamento-3-quartos-mossungue-bairros-curitiba-com-garagem-162m2-venda-RS950000-id-2534731912/
Apartamento novo em Capão Raso - Curitiba, PR;Rua das ArarasCuritibaParaná;['44'];[2];[1];[1];246900;;https://www.vivareal.com.br/imovel/apartamento-2-quartos-capao-raso-bairros-curitiba-com-garagem-44m2-venda-RS246900-id-2529592367/
Studio à venda, no Centro com 1 quarto 1 banheiro com 26m² área privativa no Living Smart.;Rua Pedro IvoCuritibaParaná;['34'];[1];[1];[0];235000;350;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-26m2-venda-RS235000-id-2532057572/
Apartamento Alto Padrão;;['114'];[3];[3];[2];890000;;https://www.vivareal.com.br/imovel/apartamento-3-quartos-sao-francisco-bairros-curitiba-com-garagem-114m2-venda-RS890000-id-2537308452/
Apartamento no Água Verde- ARYA1;Rua Dom Pedro ICuritibaParaná;['173'];[3];[3];[2];1279000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-113m2-venda-RS1279000-id-2536565980/
CURITIBA - Apartamento Padrão - Cidade Industrial;;['50'];[2];[1];[1];310000;;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-bairros-curitiba-com-garagem-50m2-venda-RS310000-id-2517081135/
APARTAMENTO RESIDENCIAL em CURITIBA - PR, ALTO DA RUA XV;;['110'];[3];[2];[1];440000;;https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-rua-xv-bairros-curitiba-com-garagem-110m2-venda-RS440000-id-2523991827/
Curitiba - Apartamento Padrão - Portão;;['120'];[3];[2];[2];660000;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-82m2-venda-RS660000-id-2532020178/
CURITIBA - Padrão - Fanny;Rua Major Vicente de CastroCuritibaParaná;['79'];[2];[2];[1];349900;270;https://www.vivareal.com.br/imovel/apartamento-2-quartos-fanny-bairros-curitiba-com-garagem-56m2-venda-RS349900-id-2512220480/
CURITIBA - Apartamento Padrão - Sítio Cercado;;['47'];[2];[1];[1];126900;323;https://www.vivareal.com.br/imovel/apartamento-2-quartos-sitio-cercado-bairros-curitiba-com-garagem-43m2-venda-RS126900-id-2519835182/
Apartamentos 2 Dormitórios para venda em Curitiba - PR;Rua Abel ScuissiatoCuritibaParaná;['88'];[2];[2];[1];319000;400;https://www.vivareal.com.br/imovel/apartamento-2-quartos-guaira-bairros-curitiba-com-garagem-88m2-venda-RS319000-id-2527609992/
Curitiba - Apartamento Padrão - Batel;Avenida IguaçuCuritibaParaná;['260'];[4];[4];[2];1550000;1416;https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-180m2-venda-RS1550000-id-2536193328/
Apartamento com 150m² Privativos, 4 Dormitórios e 2 Vagas no Água Verde, Curitiba.;Rua Monsenhor Manoel VicenteCuritibaParaná;['248'];[4];[5];[2];1433250;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-151m2-venda-RS1433250-id-2517415897/
Excelente apartamento 1 quarto 2 vagas no Centro - Curitiba - PR;Rua Comendador AraújoCuritibaParaná;['101'];[1];[1];[2];650000;600;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-56m2-venda-RS650000-id-2517981489/
Apartamento Padrão para Venda em Novo Mundo Curitiba-PR - AP-1726;Rua Mário Chalbaud BiscaiaCuritibaParaná;['57'];[3];[1];[0];151000;430;https://www.vivareal.com.br/imovel/apartamento-3-quartos-novo-mundo-bairros-curitiba-57m2-venda-RS151000-id-2534228218/
Apartamento na Batel - ARYA1;Rua Saldanha MarinhoCuritibaParaná;['700'];[4];[6];[5];7414000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-372m2-venda-RS7414000-id-2524109789/
Apartamento na Batel - ARYA1;Rua Saldanha MarinhoCuritibaParaná;['700'];[4];[6];[5];7414000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-372m2-venda-RS7414000-id-2524109981/
Apartamento no Cristo Rei - ARYA1;Avenida Marechal Humberto de Alencar Castelo BrancoCuritibaParaná;['160'];[3];[3];[1];948000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-105m2-venda-RS948000-id-2529810840/
Apartamento no Cristo Rei - ARYA1;Avenida Marechal Humberto de Alencar Castelo BrancoCuritibaParaná;['160'];[3];[3];[1];1006000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-105m2-venda-RS1006000-id-2529809890/
Apartamento no Bigorrilho - ARYA1;Rua Desembargador Otávio do AmaralCuritibaParaná;['158'];[2];[2];[1];903000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-73m2-venda-RS903000-id-2523632417/
Apartamento na Vila Izabel - ARYA1;Rua Pedro CollereCuritibaParaná;['123'];[3];[4];[2];1118000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-123m2-venda-RS1118000-id-2524402342/
Apartamento na Vila Izabel - ARYA1;Rua Pedro CollereCuritibaParaná;['123'];[3];[4];[2];1151000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-123m2-venda-RS1151000-id-2524405785/
Apartamento na Vila Izabel - ARYA1;Rua Pedro CollereCuritibaParaná;['123'];[3];[4];[2];1092000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-123m2-venda-RS1092000-id-2524405790/
Apartamento na Vila Izabel - ARYA1;Rua Pedro CollereCuritibaParaná;['126'];[3];[4];[2];1142000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-126m2-venda-RS1142000-id-2524405787/
Apartamento na Vila Izabel - ARYA1;Rua Pedro CollereCuritibaParaná;['123'];[3];[4];[2];1197000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-123m2-venda-RS1197000-id-2524405784/
Apartamento na Vila Izabel - ARYA1;Rua Pedro CollereCuritibaParaná;['123'];[3];[4];[2];1287000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-123m2-venda-RS1287000-id-2524402338/
Apartamento na Vila Izabel - ARYA1;Rua Pedro CollereCuritibaParaná;['126'];[3];[4];[2];1164000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-126m2-venda-RS1164000-id-2524402339/
Apartamento com 3 dormitórios à venda, 88 m² por R$ 1.250.000,00 - Rebouças - Curitiba/PR;Rua Brigadeiro FrancoCuritibaParaná;['114'];[3];[2];[2];1250000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-reboucas-bairros-curitiba-com-garagem-89m2-venda-RS1250000-id-2530704789/
ÓTIMO APTO TINGUI,03 QTOS,SUÍTE,SACADA,ELEVADOR,PORT. 24H;Rua Hilário MoroCuritibaParaná;['65'];[3];[2];[1];230000;486;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tingui-bairros-curitiba-com-garagem-65m2-venda-RS230000-id-2535736419/
Curitiba - Apartamento Padrão - Capão Raso;Rua Francisco RaitaniCuritibaParaná;['120'];[3];[2];[2];441000;;https://www.vivareal.com.br/imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-com-garagem-70m2-venda-RS441000-id-2519565184/
Curitiba - Apartamento Padrão - Centro;;['103'];[2];[1];[1];255000;520;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-com-garagem-42m2-venda-RS255000-id-2522175230/
Apartamento com 3 dormitórios à venda, 97 m² por R$ 560.000,00 - Bacacheri - Curitiba/PR;Avenida Nossa Senhora da LuzCuritibaParaná;['170'];[3];[2];[2];560000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-97m2-venda-RS560000-id-2503639921/
Curitiba - Apartamento Padrão - Campina do Siqueira;;['421'];[4];[5];[4];2490000;2000;https://www.vivareal.com.br/imovel/apartamento-4-quartos-campina-do-siqueira-bairros-curitiba-com-garagem-244m2-venda-RS2490000-id-2518998943/
Curitiba - Apartamento Padrão - Água Verde;;['115'];[3];[2];[1];475000;403;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-84m2-venda-RS475000-id-2533088134/
Apartamento de 1 dormitório na Vila Izabel!!;Rua GuararapesCuritibaParaná;['94'];[1];[1];[1];370000;425;https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-izabel-bairros-curitiba-com-garagem-51m2-venda-RS370000-id-2526445680/
Apartamento 3 quartos no Cabral;Avenida Anita GaribaldiCuritibaParaná;['89'];[3];[2];[2];499000;608;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-70m2-venda-RS499000-id-2511587380/
APARTAMENTO LANÇAMENTO ALTO PADRÃO The Edge em Hugo Lange - Curitiba - PR;Rua Jaime BalãoCuritibaParaná;['138'];[3];[4];[3];1378100;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-hugo-lange-bairros-curitiba-com-garagem-138m2-venda-RS1378100-id-2505786975/
